assetNumber,remainingTermToMaturityNumber,reportingPeriodBeginningDate,originalLoanAmount,originalLoanTerm,originalInterestRatePercentage,reportingPeriodActualEndBalanceAmount
19868650,73,2019-02-01,14697.62,72,0.18,14697.62
19868742,77,2019-02-01,11448.71,75,0.1577,11448.71
19832608,73,2019-02-01,32945.18,72,0.1296,32945.18
19832630,73,2019-02-01,37899.51,72,0.1658,37899.51
19832638,76,2019-02-01,28690.43,75,0.267,28185.45
19874894,62,2019-02-01,11579,60,0.1791,11579
19874906,73,2019-02-01,37719.42,72,0.18,37719.42
19874915,73,2019-02-01,25177.8,72,0.1678,25177.8
19868739,77,2019-02-01,29361.1,75,0.2234,29361.1
19868748,74,2019-02-01,38449.74,72,0.1391,38449.74
19868750,73,2019-02-01,15135.02,72,0.2436,15135.02
19868757,74,2019-02-01,26945.85,72,0.1686,26945.85
19868763,73,2019-02-01,32125.85,72,0.2207,32125.85
19868764,77,2019-02-01,31077.24,75,0.18,31077.24
19874912,77,2019-02-01,24314.45,75,0.2368,24314.45
19874942,74,2019-02-01,12352.3,72,0.1669,12352.3
19874885,61,2019-02-01,14871.75,60,0.0945,14586.71
19874898,73,2019-02-01,47085.93,72,0.1281,47085.93
19874910,73,2019-02-01,24693.37,72,0.2016,24693.37
19863517,73,2019-02-01,24227.94,72,0.1517,24227.94
19874916,74,2019-02-01,13794,72,0.2107,13794
19874917,76,2019-02-01,31427.77,75,0.212,31427.77
19874924,74,2019-02-01,18842.99,72,0.1273,18842.99
19874926,73,2019-02-01,25066.35,72,0.1931,25066.35
19863526,73,2019-02-01,30629,72,0.18,30629
19863534,73,2019-02-01,17509.8,72,0.1031,17509.8
19863537,73,2019-02-01,13120.5,72,0.1501,13120.5
19863542,73,2019-02-01,23337.67,72,0.1678,23337.67
19858053,73,2019-02-01,21663.6,72,0.2345,21663.6
19858059,73,2019-02-01,35399.99,72,0.2061,35399.99
19868429,77,2019-02-01,18697.81,75,0.2449,18697.81
19868434,73,2019-02-01,34407.52,72,0.2028,34407.52
19868435,74,2019-02-01,20386.79,72,0.268,20274.16
19868444,73,2019-02-01,41300,72,0.1466,41300
19858074,73,2019-02-01,26211.32,72,0.256,26211.32
19858081,74,2019-02-01,14426.57,72,0.1314,14426.57
19874708,73,2019-02-01,16166.93,72,0.1823,16166.93
19874733,74,2019-02-01,25677.55,72,0.213,25677.55
19858139,76,2019-02-01,41818.9,75,0.1467,41818.9
19862618,73,2019-02-01,27235.95,72,0.1823,27235.95
19862624,61,2019-02-01,18123.94,60,0.18,18123.94
19862631,73,2019-02-01,25818.14,72,0.1919,25818.14
19862644,73,2019-02-01,22020.84,72,0.1678,22020.84
19862645,73,2019-02-01,14496.17,72,0.2084,14496.17
19868534,73,2019-02-01,19864.34,72,0.21,19864.34
19868545,74,2019-02-01,19213,72,0.1971,19213
19868552,73,2019-02-01,20995.99,72,0.2138,20995.99
19868431,73,2019-02-01,33243.76,72,0.18,33243.76
19868437,74,2019-02-01,23349,72,0.183,23349
19868458,74,2019-02-01,32790.49,72,0.209,32790.49
19868463,73,2019-02-01,15539.55,72,0.1999,15539.55
19862749,49,2019-02-01,5590,48,0.1994,5590
19862750,73,2019-02-01,24752,72,0.18,24752
19862769,73,2019-02-01,11000,72,0.1674,11000
19831556,73,2019-02-01,38427.45,72,0.18,38427.45
19862759,73,2019-02-01,11984.26,72,0.2087,11984.26
19831516,73,2019-02-01,29031.74,72,0.2151,29031.74
19862654,61,2019-02-01,23591,60,0.2345,23591
19862659,73,2019-02-01,21261.5,72,0.2417,21261.5
19862660,73,2019-02-01,14288.97,72,0.2742,14288.97
19862661,76,2019-02-01,21875.89,75,0.2078,21875.89
19868611,74,2019-02-01,22581.78,72,0.141,22581.78
19868612,50,2019-02-01,10045.9,48,0.1877,10045.9
19868625,73,2019-02-01,26203.34,72,0.1633,26203.34
19862839,49,2019-02-01,21126.63,48,0.2586,21126.63
19831547,73,2019-02-01,23242.44,72,0.1376,23242.44
19831553,73,2019-02-01,18440,72,0.2003,18440
19831555,73,2019-02-01,17182.5,72,0.2414,17182.5
19862760,73,2019-02-01,18547.44,72,0.1963,18547.44
19862761,73,2019-02-01,22343.06,72,0.1597,22343.06
19862861,73,2019-02-01,11307.84,72,0.2415,11307.84
19868592,74,2019-02-01,13919.75,72,0.2201,13919.75
19868597,68,2019-02-01,12296.1,66,0.2376,12296.1
19862845,73,2019-02-01,18584.13,72,0.241,18584.13
19868560,73,2019-02-01,15679.7,72,0.1823,15679.7
19831609,73,2019-02-01,17093.71,72,0.2361,17093.71
19831611,73,2019-02-01,16450,72,0.2644,16450
19831615,73,2019-02-01,14433.94,72,0.16,14433.94
19831627,72,2019-02-01,17422.85,72,0.19,17233.22
19874767,73,2019-02-01,27678.5,72,0.1782,27678.5
19874781,73,2019-02-01,22861.32,72,0.1694,22861.32
19832430,73,2019-02-01,16313,72,0.2581,16313
19832431,72,2019-02-01,12308.68,72,0.2381,12308.68
19832437,61,2019-02-01,11512.15,60,0.1453,11512.15
19874810,74,2019-02-01,17990,72,0.2386,17990
19874823,73,2019-02-01,13286.04,72,0.2348,13286.04
19874829,73,2019-02-01,18024.02,72,0.1465,17940.64
19868626,74,2019-02-01,9603.52,72,0.1957,9603.52
19868631,73,2019-02-01,16518,72,0.1799,16518
19868634,77,2019-02-01,25812.31,75,0.2563,25812.31
19874834,74,2019-02-01,27780.89,72,0.1417,27780.89
19874847,73,2019-02-01,27639.99,72,0.1824,27639.99
19862900,73,2019-02-01,19364.26,72,0.1966,19364.26
19868601,74,2019-02-01,35000,72,0.18,35000
19868663,73,2019-02-01,19000,72,0.2365,19000
19868677,73,2019-02-01,18348.25,72,0.2133,18348.25
19868684,73,2019-02-01,32861.16,72,0.18,32861.16
19862901,73,2019-02-01,13761.72,72,0.2499,13761.72
19874886,73,2019-02-01,24066.2,72,0.151,24066.2
19862894,73,2019-02-01,16248.27,72,0.2746,16248.27
19862902,74,2019-02-01,21724.5,72,0.1919,21724.5
19863005,74,2019-02-01,27034.5,72,0.2071,27034.5
19863463,73,2019-02-01,18800.93,72,0.1827,18800.93
19862909,73,2019-02-01,22218,72,0.2019,22218
19862921,73,2019-02-01,12983.5,72,0.1996,12983.5
19862930,61,2019-02-01,20349.58,60,0.2105,20349.58
19868654,74,2019-02-01,16231.93,72,0.2608,16231.93
19868660,76,2019-02-01,31358,75,0.18,31358
19868662,73,2019-02-01,26487.95,72,0.2145,26261.01
19862931,74,2019-02-01,16352,72,0.2019,16352
19834143,73,2019-02-01,23264.5,72,0.2271,23264.5
19832408,73,2019-02-01,33162,72,0.1305,33162
19868668,74,2019-02-01,37945.59,72,0.0988,37945.59
19863466,73,2019-02-01,8302.81,72,0.2578,8302.81
19832450,73,2019-02-01,19638.21,72,0.18,19638.21
19832461,73,2019-02-01,15619.25,72,0.1453,15619.25
19832465,73,2019-02-01,18192,72,0.18,18192
19868717,73,2019-02-01,17273.14,72,0.2148,17273.14
19868723,74,2019-02-01,19774.54,72,0.162,19774.54
19868729,73,2019-02-01,12328,72,0.2015,12328
19868672,25,2019-02-01,5819.32,24,0.2799,5819.32
19868682,73,2019-02-01,10041.32,72,0.175,10041.32
19863462,73,2019-02-01,11596.34,72,0.2111,11596.34
19874919,76,2019-02-01,23560.5,75,0.1575,23560.5
19832531,73,2019-02-01,12067.59,72,0.2398,12067.59
19832538,73,2019-02-01,31715,72,0.21,31715
19868760,74,2019-02-01,13010.41,72,0.2061,13010.41
19868761,74,2019-02-01,29420.86,72,0.2232,29420.86
19832670,73,2019-02-01,16591.79,72,0.1625,16591.79
19832676,73,2019-02-01,20714.13,72,0.1153,20714.13
19832549,73,2019-02-01,34844.35,72,0.1828,34844.35
19874895,74,2019-02-01,17343.16,72,0.1401,17343.16
19874997,74,2019-02-01,26565,72,0.2681,26565
19875009,61,2019-02-01,20874,60,0.2287,20874
19875022,73,2019-02-01,15405.28,72,0.1596,15405.28
19874900,73,2019-02-01,18084.83,72,0.2214,18084.83
19874902,73,2019-02-01,16869,72,0.1957,16869
19874907,73,2019-02-01,14481.87,72,0.215,14481.87
19832569,73,2019-02-01,26784,72,0.2568,26784
19832577,73,2019-02-01,19230.64,72,0.2469,19230.64
19831493,73,2019-02-01,26566.44,72,0.2355,26566.44
19831496,76,2019-02-01,33230.65,75,0.1559,33230.65
19868467,73,2019-02-01,15357.35,72,0.18,15357.35
19868482,74,2019-02-01,22790.09,72,0.2414,22790.09
19868491,73,2019-02-01,17205.64,72,0.18,17205.64
19868496,73,2019-02-01,15969,72,0.2246,15969
19862721,25,2019-02-01,15959.32,24,0.2308,15959.32
19831569,61,2019-02-01,10137,60,0.21,10137
19831585,73,2019-02-01,14776.25,72,0.245,14776.25
19831589,73,2019-02-01,27522.29,72,0.2136,27522.29
19862733,73,2019-02-01,49302.26,72,0.1427,49302.26
19865413,37,2019-02-01,7503.93,36,0.2227,7277.77
19831597,73,2019-02-01,20486,72,0.2059,20486
19831598,73,2019-02-01,7828.2,72,0.1795,7828.2
19875521,76,2019-02-01,39802,75,0.1626,39802
19868520,74,2019-02-01,8936.42,72,0.1434,8936.42
19862623,76,2019-02-01,29536.84,75,0.215,29536.84
19862632,73,2019-02-01,20169.67,72,0.2096,20169.67
19868512,74,2019-02-01,18240.57,72,0.18,18240.57
19868513,62,2019-02-01,12103.43,60,0.299,12103.43
19868456,73,2019-02-01,13693.83,72,0.2014,13693.83
19868480,73,2019-02-01,12056.61,72,0.2558,12056.61
19868494,73,2019-02-01,18002.01,72,0.1787,18002.01
19862734,74,2019-02-01,14467.9,72,0.22,14467.9
19862715,73,2019-02-01,18638.5,72,0.1569,18638.5
19862751,73,2019-02-01,15635.27,72,0.274,15635.27
19874740,73,2019-02-01,32691.84,72,0.1199,32691.84
19862818,73,2019-02-01,18638.02,72,0.1317,18638.02
19874779,74,2019-02-01,13953.5,72,0.1743,13953.5
19834147,73,2019-02-01,13275.5,72,0.223,13275.5
19832410,73,2019-02-01,12760,72,0.2061,12760
19832423,73,2019-02-01,19854,72,0.2082,19854
19862792,73,2019-02-01,29225.5,72,0.2273,29225.5
19862793,76,2019-02-01,26356.84,75,0.1856,26356.84
19862794,76,2019-02-01,26024.19,75,0.1336,26024.19
19874784,73,2019-02-01,39848.4,72,0.1483,39848.4
19874793,61,2019-02-01,21866.99,60,0.1998,21866.99
19874798,61,2019-02-01,7761.19,60,0.1515,7761.19
19862730,73,2019-02-01,25524.8,72,0.18,25524.8
19862736,76,2019-02-01,23678.35,75,0.1115,23678.35
19862746,49,2019-02-01,10431.34,48,0.154,10308.7
19832439,73,2019-02-01,33451.26,72,0.1631,33451.26
19862807,73,2019-02-01,19759.9,72,0.2383,19759.9
19862814,73,2019-02-01,19735.4,72,0.2234,19735.4
19862816,73,2019-02-01,21247.33,72,0.2417,21247.33
19874803,74,2019-02-01,31030.1,72,0.1725,31030.1
19868542,73,2019-02-01,17387.38,72,0.21,17387.38
19868549,74,2019-02-01,26748.62,72,0.1781,26748.62
19862823,73,2019-02-01,27929.58,72,0.114,27929.58
19862828,73,2019-02-01,16976.86,72,0.2284,16976.86
19862831,73,2019-02-01,14863.47,72,0.2428,14863.47
19862934,73,2019-02-01,30173.61,72,0.147,30173.61
19862935,61,2019-02-01,5813.94,60,0.2799,5813.94
19831626,73,2019-02-01,17350,72,0.2799,17350
19831634,73,2019-02-01,13794.32,72,0.1768,13794.32
19868644,74,2019-02-01,9442.62,72,0.1656,9442.62
19832424,49,2019-02-01,8260.99,48,0.2207,8260.99
19832425,75,2019-02-01,28404,75,0.2358,28227.4
19832433,73,2019-02-01,14979.5,72,0.2375,14979.5
19832442,76,2019-02-01,41325.16,75,0.159,41325.16
19868736,74,2019-02-01,22528.75,72,0.1497,22528.75
19868740,73,2019-02-01,16915.48,72,0.178,16915.48
19862969,73,2019-02-01,22537.03,72,0.2166,22537.03
19862970,74,2019-02-01,18191,72,0.219,18191
19862982,74,2019-02-01,19713.23,72,0.223,19713.23
19868688,74,2019-02-01,18979,72,0.1791,18979
19868692,61,2019-02-01,12216.15,60,0.1673,12216.15
19868693,73,2019-02-01,31009.99,72,0.1721,31009.99
19874851,74,2019-02-01,17687.87,72,0.18,17687.87
19874859,73,2019-02-01,18361.53,72,0.1424,18361.53
19874861,61,2019-02-01,10349,60,0.2166,10349
19874901,61,2019-02-01,6578.14,60,0.261,6578.14
19874908,73,2019-02-01,16440.91,72,0.2038,16440.91
19874913,73,2019-02-01,25379.38,72,0.18,25379.38
19874892,73,2019-02-01,15853.28,72,0.1715,15853.28
19832603,73,2019-02-01,26899.69,72,0.1471,26899.69
19863523,73,2019-02-01,13205.91,72,0.2586,13205.91
19863524,73,2019-02-01,20035.07,72,0.2372,20035.07
19863530,74,2019-02-01,28083.78,72,0.1339,28083.78
19868758,13,2019-02-01,5168.33,12,0.165,5168.33
19868825,73,2019-02-01,39637.63,72,0.1478,39637.63
19874984,73,2019-02-01,18865.86,72,0.2414,18865.86
19832613,73,2019-02-01,11250,72,0.2232,11250
19832618,73,2019-02-01,18440.28,72,0.1681,18440.28
19832619,49,2019-02-01,17559,48,0.148,17559
19832621,73,2019-02-01,16530.13,72,0.2149,16530.13
19874995,74,2019-02-01,16479,72,0.2508,16479
19875007,73,2019-02-01,23043.84,72,0.17,23043.84
19832622,73,2019-02-01,14611.6,72,0.1686,14611.6
19832523,73,2019-02-01,30994.41,72,0.2077,30994.41
19868771,74,2019-02-01,40594.99,72,0.1621,40594.99
19868778,73,2019-02-01,18109.42,72,0.1975,18109.42
19832526,73,2019-02-01,13436.72,72,0.182,13436.72
19862677,73,2019-02-01,19514.97,72,0.2069,19514.97
19862679,74,2019-02-01,28056,72,0.2137,28056
19862741,73,2019-02-01,24839.02,72,0.2061,24839.02
19831522,73,2019-02-01,14855.4,72,0.2526,14855.4
19862684,73,2019-02-01,20754.52,72,0.1422,20754.52
19862697,72,2019-02-01,20417.45,72,0.1281,20195.93
19862699,73,2019-02-01,10163.86,72,0.2499,10163.86
19831537,73,2019-02-01,11152.54,72,0.1763,11152.54
19831546,73,2019-02-01,15540.06,72,0.2312,15540.06
19874762,48,2019-02-01,15324,48,0.2,15324
19868452,74,2019-02-01,13069.33,72,0.2596,13069.33
19868454,73,2019-02-01,17729.25,72,0.2055,17729.25
19868455,73,2019-02-01,25955.64,72,0.1428,25955.64
19868536,73,2019-02-01,13793.06,72,0.2089,13793.06
19868539,73,2019-02-01,21984.35,72,0.1678,21984.35
19868543,61,2019-02-01,13025,60,0.2519,13025
19874731,73,2019-02-01,36750.79,72,0.1491,36750.79
19874771,73,2019-02-01,15861.5,72,0.1467,15861.5
19874786,73,2019-02-01,20119.73,72,0.1402,20119.73
19862706,61,2019-02-01,15293.18,60,0.2158,15293.18
19862714,73,2019-02-01,37990.33,72,0.18,37990.33
19868469,73,2019-02-01,22243.14,72,0.1713,22243.14
19862785,73,2019-02-01,25398.03,72,0.167,25398.03
19862795,73,2019-02-01,13017,72,0.2233,13017
19862799,73,2019-02-01,30411.06,72,0.1923,30411.06
19862815,61,2019-02-01,16223.42,60,0.2111,15892.54
19862801,76,2019-02-01,38311.07,75,0.1054,38311.07
19862806,73,2019-02-01,11714.38,72,0.1913,11714.38
19862808,73,2019-02-01,11061.43,72,0.1824,11061.43
19862829,73,2019-02-01,17818.83,72,0.2616,17818.83
19874795,73,2019-02-01,13937.81,72,0.2397,13937.81
19874796,74,2019-02-01,22176.31,72,0.1606,22176.31
19874805,74,2019-02-01,17238.67,72,0.2074,17238.67
19862835,73,2019-02-01,18018.45,72,0.2499,18018.45
19862838,74,2019-02-01,17429.23,72,0.162,17429.23
19831613,73,2019-02-01,16492,72,0.2472,16492
19831614,73,2019-02-01,15228.54,72,0.2461,15228.54
19862709,73,2019-02-01,15827.56,72,0.24,15827.56
19834133,76,2019-02-01,22865,75,0.2489,22865
19834142,73,2019-02-01,12354.71,72,0.2569,12354.71
19862865,68,2019-02-01,17168.95,66,0.1932,17168.95
19862875,61,2019-02-01,13809.63,60,0.2105,13809.63
19862876,73,2019-02-01,22492,72,0.1881,22492
19862893,76,2019-02-01,49013.79,75,0.1394,49013.79
19862910,74,2019-02-01,26193.94,72,0.21,26193.94
19862913,74,2019-02-01,15892.6,72,0.2439,15892.6
19862906,72,2019-02-01,13211.01,72,0.2799,13211.01
19834132,73,2019-02-01,12295.81,72,0.2338,12295.81
19834144,73,2019-02-01,19951.5,72,0.2139,19951.5
19834146,73,2019-02-01,27297.37,72,0.2346,27297.37
19831602,73,2019-02-01,15040.62,72,0.182,15040.62
19831606,73,2019-02-01,17205.14,72,0.2222,17205.14
19862784,73,2019-02-01,13754.92,72,0.237,13754.92
19832427,73,2019-02-01,18528.44,72,0.2101,18528.44
19832434,73,2019-02-01,35749.82,72,0.1848,35749.82
19862700,61,2019-02-01,20090.56,60,0.2061,20090.56
19862710,73,2019-02-01,21113.59,72,0.2081,21113.59
19862717,73,2019-02-01,28671,72,0.2044,28671
19862728,73,2019-02-01,31291.28,72,0.1679,31291.28
19862960,74,2019-02-01,31809.75,72,0.1678,31809.75
19862974,73,2019-02-01,20067.55,72,0.18,20067.55
19862976,74,2019-02-01,18656.82,72,0.1686,18656.82
19832428,67,2019-02-01,29416.24,66,0.1489,29416.24
19832429,73,2019-02-01,16597,72,0.2472,16597
19832435,73,2019-02-01,19972.46,72,0.1823,19730.35
19831608,73,2019-02-01,15658.46,72,0.2074,15658.46
19831616,72,2019-02-01,24052.7,72,0.18,23858.54
19874826,74,2019-02-01,27179.28,72,0.2534,27179.28
19874835,74,2019-02-01,6486.85,72,0.1704,6486.85
19874837,61,2019-02-01,9091.04,60,0.2711,9091.04
19832447,73,2019-02-01,11402.44,72,0.2141,11402.44
19862926,73,2019-02-01,22335.23,72,0.2515,22335.23
19862936,61,2019-02-01,13520,60,0.2544,13520
19874838,73,2019-02-01,26027,72,0.1789,26027
19874871,73,2019-02-01,12400,72,0.2453,12400
19874891,74,2019-02-01,14125.87,72,0.2197,14125.87
19874909,74,2019-02-01,14849,72,0.1597,14849
19862872,73,2019-02-01,26418.63,72,0.1855,26418.63
19862879,73,2019-02-01,21016.37,72,0.1678,21016.37
19862886,61,2019-02-01,9910.53,60,0.1399,9910.53
19862887,72,2019-02-01,14500,72,0.2566,14500
19832510,61,2019-02-01,12052,60,0.2157,12052
19832516,73,2019-02-01,19116.6,72,0.2684,19116.6
19862946,73,2019-02-01,20501,72,0.21,20501
19874918,73,2019-02-01,33029.92,72,0.1678,33029.92
19868699,74,2019-02-01,29864,72,0.18,29864
19868712,62,2019-02-01,9000,60,0.2939,9000
19862949,73,2019-02-01,27299.03,72,0.1804,27299.03
19832418,61,2019-02-01,8640.66,60,0.1264,8503.49
19868621,73,2019-02-01,26897.83,72,0.2039,26897.83
19832503,73,2019-02-01,11419.13,72,0.2646,11419.13
19832517,73,2019-02-01,12671.49,72,0.2528,12671.49
19832540,73,2019-02-01,14510.51,72,0.2499,14510.51
19832543,73,2019-02-01,18579,72,0.2061,18579
19832548,73,2019-02-01,16687.7,72,0.141,16687.7
19832557,73,2019-02-01,17349,72,0.2061,17349
19832566,61,2019-02-01,21893,60,0.239,21893
19832572,73,2019-02-01,19315.66,72,0.21,19315.66
19832582,73,2019-02-01,22217.64,72,0.2065,22217.64
19832589,73,2019-02-01,10888,72,0.21,10888
19862966,73,2019-02-01,15227.45,72,0.2437,15227.45
19863499,73,2019-02-01,11858.69,72,0.21,11858.69
19832571,73,2019-02-01,26884.26,72,0.2799,26884.26
19832662,73,2019-02-01,26926.88,72,0.2061,26926.88
19832665,73,2019-02-01,24252,72,0.2288,24252
19832666,73,2019-02-01,18621,72,0.2197,18621
19832671,73,2019-02-01,39091.26,72,0.1299,39091.26
19868743,73,2019-02-01,22417,72,0.2098,22417
19868776,73,2019-02-01,18138.64,72,0.2412,18138.64
19868787,74,2019-02-01,13039.78,72,0.1823,13039.78
19868797,73,2019-02-01,19268,72,0.1877,19268
19832672,73,2019-02-01,14641.94,72,0.2119,14641.94
19832674,73,2019-02-01,19849.97,72,0.1498,19849.97
19868789,77,2019-02-01,44058.39,75,0.1399,44058.39
19868790,73,2019-02-01,18634.71,72,0.2722,18634.71
19868805,74,2019-02-01,29168.81,72,0.1968,29168.81
19868809,77,2019-02-01,23901.86,75,0.2329,23901.86
19868810,74,2019-02-01,19659.92,72,0.18,19659.92
19868807,77,2019-02-01,26323.87,75,0.1522,26323.87
19868824,73,2019-02-01,11321.63,72,0.1429,11321.63
19832586,73,2019-02-01,22898.26,72,0.1949,22898.26
19832591,76,2019-02-01,42500,75,0.1543,42500
19863505,73,2019-02-01,25567.71,72,0.1422,25567.71
19832664,73,2019-02-01,18894.84,72,0.175,18894.84
19868784,48,2019-02-01,6599.5,48,0.2532,6583.23
19868785,73,2019-02-01,21588.5,72,0.2309,21588.5
19874955,73,2019-02-01,8305.68,72,0.18,8305.68
19874960,73,2019-02-01,29984,72,0.182,29984
19874969,74,2019-02-01,18228.25,72,0.2033,18228.25
19832625,73,2019-02-01,19020,72,0.2269,19020
19832626,73,2019-02-01,19731.91,72,0.1498,19731.91
19832631,73,2019-02-01,15119.81,72,0.21,15119.81
19863501,73,2019-02-01,16707,72,0.2362,16707
19874707,74,2019-02-01,15470,72,0.2436,15470
19874709,74,2019-02-01,20387.65,72,0.1865,20387.65
19831527,73,2019-02-01,12010.77,72,0.2299,12010.77
19862692,74,2019-02-01,19005.35,72,0.2658,19005.35
19874714,74,2019-02-01,23490.43,72,0.1852,23490.43
19874720,73,2019-02-01,15885.74,72,0.1613,15885.74
19874722,68,2019-02-01,35091.95,66,0.102,35091.95
19858107,49,2019-02-01,19717.14,48,0.2278,19717.14
19858113,73,2019-02-01,12808.3,72,0.1823,12808.3
19858126,73,2019-02-01,23215.33,72,0.2256,23215.33
19831529,73,2019-02-01,17044,72,0.2061,17044
19831542,73,2019-02-01,14633.34,72,0.2143,14633.34
19831544,73,2019-02-01,5925.48,72,0.2267,5925.48
19858119,73,2019-02-01,20950.75,72,0.2348,20950.75
19874776,74,2019-02-01,13939.21,72,0.2417,13939.21
19862701,73,2019-02-01,14242.16,72,0.1711,14242.16
19862702,62,2019-02-01,29064,60,0.1818,29064
19831557,73,2019-02-01,18880.79,72,0.211,18880.79
19831575,61,2019-02-01,14951.45,60,0.2507,14951.45
19831583,73,2019-02-01,15473,72,0.18,15473
19862630,73,2019-02-01,32636,72,0.1576,32636
19831586,73,2019-02-01,25410.69,72,0.1647,25410.69
19868533,73,2019-02-01,12714.9,72,0.25,12714.9
19868540,49,2019-02-01,8857,48,0.207,8857
19862636,73,2019-02-01,19789.23,72,0.1553,19789.23
19862898,76,2019-02-01,39994.14,75,0.1574,39994.14
19862903,73,2019-02-01,22205,72,0.2604,22205
19862905,73,2019-02-01,24411.62,72,0.1522,24411.62
19862791,73,2019-02-01,44500,72,0.1608,44500
19862805,61,2019-02-01,13953.94,60,0.241,13953.94
19831637,73,2019-02-01,9950.04,72,0.241,9950.04
19874819,73,2019-02-01,28352.94,72,0.2274,28352.94
19868541,74,2019-02-01,18770.64,72,0.2189,18770.64
19868546,73,2019-02-01,13700.06,72,0.2084,13700.06
19868558,73,2019-02-01,26463.82,72,0.1678,26463.82
19874831,76,2019-02-01,48986.89,75,0.144,48986.89
19874854,50,2019-02-01,7200,48,0.1802,7200
19868563,74,2019-02-01,19248.94,72,0.1887,19248.94
19868572,74,2019-02-01,13217.42,72,0.2096,13217.42
19868573,74,2019-02-01,20437.07,72,0.188,20437.07
19831568,76,2019-02-01,44713.26,75,0.1399,43804.6
19862694,73,2019-02-01,13455.82,72,0.1746,13455.82
19874757,74,2019-02-01,13172,72,0.2502,13172
19874758,73,2019-02-01,17016.04,72,0.2547,17016.04
19874765,73,2019-02-01,11476,72,0.1909,11476
19868583,73,2019-02-01,26329.15,72,0.1875,26329.15
19868600,76,2019-02-01,31158.16,75,0.18,31158.16
19862765,73,2019-02-01,15406,72,0.2411,15406
19862768,73,2019-02-01,29148.46,72,0.183,29148.46
19862956,73,2019-02-01,19405.37,72,0.135,19405.37
19862972,74,2019-02-01,22594.9,72,0.1757,22594.9
19862973,73,2019-02-01,31446.02,72,0.2327,31446.02
19863490,73,2019-02-01,16866.27,72,0.22,16866.27
19862998,73,2019-02-01,18472.85,72,0.2046,18472.85
19863464,74,2019-02-01,18878.5,72,0.1686,18878.5
19863472,73,2019-02-01,20710.64,72,0.2176,20710.64
19863479,73,2019-02-01,23559.59,72,0.2127,23559.59
19868715,77,2019-02-01,47827.03,75,0.118,47827.03
19868726,61,2019-02-01,7165.27,60,0.2699,7165.27
19868732,74,2019-02-01,8379.75,72,0.2381,8379.75
19863480,73,2019-02-01,17174,72,0.1926,17174
19863491,73,2019-02-01,11475.66,72,0.186,11267.05
19868671,73,2019-02-01,13640.86,72,0.2224,13640.86
19868683,74,2019-02-01,13506.74,72,0.18,13506.74
19863475,67,2019-02-01,10000,66,0.1396,10000
19863509,74,2019-02-01,13280.94,72,0.141,13280.94
19863496,61,2019-02-01,7976,60,0.2468,7976
19868775,74,2019-02-01,14374.08,72,0.22,14374.08
19868781,73,2019-02-01,25444.13,72,0.18,25177.5
19832556,76,2019-02-01,30397.08,75,0.197,30397.08
19874954,77,2019-02-01,42502.52,75,0.1738,42502.52
19868691,74,2019-02-01,27842.99,72,0.18,27842.99
19832559,73,2019-02-01,18242.31,72,0.2061,18242.31
19832564,73,2019-02-01,20142,72,0.2564,20142
19832574,73,2019-02-01,22107.68,72,0.0782,22107.68
19832576,73,2019-02-01,14384.38,72,0.1724,14384.38
19874968,74,2019-02-01,18256,72,0.18,18256
19832612,73,2019-02-01,23860.64,72,0.1792,23860.64
19832627,73,2019-02-01,12392.02,72,0.2488,12392.02
19868700,73,2019-02-01,32647.55,72,0.1868,32324.74
19868703,74,2019-02-01,28418.26,72,0.2248,28418.26
19868718,74,2019-02-01,24009.51,72,0.2263,24009.51
19832629,73,2019-02-01,11953,72,0.2455,11953
19874936,74,2019-02-01,23514.75,72,0.18,23514.75
19863545,73,2019-02-01,23690.25,72,0.18,23690.25
19863550,73,2019-02-01,15451.06,72,0.1777,15451.06
19874957,74,2019-02-01,20031.7,72,0.1789,20031.7
19874965,74,2019-02-01,16968.98,72,0.1445,16968.98
19868866,73,2019-02-01,32044.78,72,0.2534,32044.78
19868874,74,2019-02-01,17169.41,72,0.222,17169.41
19868875,74,2019-02-01,12777,72,0.2478,12777
19868884,73,2019-02-01,13707.21,72,0.2057,13707.21
19863590,74,2019-02-01,21021.53,72,0.148,21021.53
19863591,61,2019-02-01,10810.5,60,0.1978,10810.5
19863609,77,2019-02-01,23511.51,75,0.2078,23511.51
19863565,74,2019-02-01,20263.59,72,0.1686,20263.59
19863579,74,2019-02-01,29038.27,72,0.2104,29038.27
19863622,67,2019-02-01,12039.6,66,0.22,12039.6
19875131,74,2019-02-01,11858.94,72,0.195,11858.94
19863536,73,2019-02-01,17997.5,72,0.2306,17997.5
19863544,73,2019-02-01,21385.66,72,0.1935,21385.66
19863611,74,2019-02-01,18621.82,72,0.1627,18621.82
19863552,73,2019-02-01,12440.22,72,0.2289,12440.22
19863559,73,2019-02-01,26810.27,72,0.1838,26810.27
19863560,62,2019-02-01,11366.85,60,0.2454,11366.85
19875203,73,2019-02-01,13747.07,72,0.2351,13747.07
19875204,74,2019-02-01,17405.24,72,0.2061,17405.24
19875210,73,2019-02-01,16655,72,0.2258,16655
19868982,73,2019-02-01,15377.98,72,0.1977,15377.98
19863702,73,2019-02-01,10061.73,72,0.241,10061.73
19863709,73,2019-02-01,18786,72,0.1799,18786
19875236,73,2019-02-01,12146.99,72,0.2426,12146.99
19875243,73,2019-02-01,23247.53,72,0.2215,23247.53
