assetNumber,remainingTermToMaturityNumber,reportingPeriodBeginningDate,originalLoanAmount,originalLoanTerm,originalInterestRatePercentage,reportingPeriodActualEndBalanceAmount
19875245,74,2019-02-01,13053.01,72,0.2588,13053.01
19869021,50,2019-02-01,6875,48,0.21,6875
19863628,74,2019-02-01,39885.76,72,0.1705,39885.76
19863651,73,2019-02-01,28849.45,72,0.1823,28849.45
19869055,73,2019-02-01,9572.34,72,0.1823,9572.34
19869057,74,2019-02-01,34333.99,72,0.18,34333.99
19869070,74,2019-02-01,18448.5,72,0.1344,18448.5
19869093,74,2019-02-01,10341.24,72,0.223,10341.24
19868989,74,2019-02-01,27235.83,72,0.1981,27235.83
19868993,74,2019-02-01,31494.38,72,0.2083,31494.38
19869007,74,2019-02-01,17718.52,72,0.2416,17718.52
19863654,73,2019-02-01,26079.59,72,0.1595,26079.59
19863660,73,2019-02-01,20620.52,72,0.2384,20620.52
19863722,73,2019-02-01,28542.26,72,0.1646,28542.26
19863723,74,2019-02-01,33086.12,72,0.1252,33086.12
19863724,62,2019-02-01,9304.78,60,0.2165,9304.78
19868987,62,2019-02-01,20309.75,60,0.1625,20309.75
19868992,76,2019-02-01,22026.63,75,0.1098,22026.63
19869708,25,2019-02-01,8370.49,24,0.2683,8370.49
19869757,50,2019-02-01,11677.15,48,0.2349,11677.15
19869768,61,2019-02-01,12692.93,60,0.1662,12692.93
19875374,62,2019-02-01,9520.15,60,0.1886,9520.15
19869109,74,2019-02-01,32633.6,72,0.2485,32633.6
19869695,73,2019-02-01,23416.29,72,0.1582,23416.29
19869697,74,2019-02-01,23130.9,72,0.1453,23130.9
19869709,67,2019-02-01,11481,66,0.21,11481
19869712,74,2019-02-01,14048.42,72,0.1661,14048.42
19869769,73,2019-02-01,15210,72,0.25,15210
19869718,74,2019-02-01,39055.62,72,0.1854,39055.62
19869711,76,2019-02-01,23951,75,0.18,23951
19869719,73,2019-02-01,29014.68,72,0.21,29014.68
19869723,74,2019-02-01,15267.5,72,0.207,15267.5
19869771,62,2019-02-01,14476.5,60,0.1601,14476.5
19869766,61,2019-02-01,13431.6,60,0.2182,13431.6
19869787,73,2019-02-01,12185.39,72,0.1443,12185.39
19869791,73,2019-02-01,13095.5,72,0.2376,13095.5
19875455,77,2019-02-01,25841.64,75,0.1531,25841.64
19869838,73,2019-02-01,26224.81,72,0.2076,26224.81
19869840,73,2019-02-01,19897.35,72,0.18,19897.35
19869796,74,2019-02-01,15358.38,72,0.1568,15358.38
19875447,73,2019-02-01,15994,72,0.2759,15994
19869798,73,2019-02-01,22690.1,72,0.2458,22690.1
19875457,73,2019-02-01,36656.65,72,0.1771,36656.65
19875482,74,2019-02-01,29462.54,72,0.2477,29462.54
19868819,73,2019-02-01,16867.24,72,0.1902,16867.24
19868832,72,2019-02-01,26569.92,72,0.1366,26375.28
19874921,73,2019-02-01,11735.25,72,0.2325,11735.25
19874922,74,2019-02-01,16935.26,72,0.1799,16935.26
19868836,73,2019-02-01,17096.12,72,0.1975,17096.12
19875016,73,2019-02-01,20310.89,72,0.1776,20310.89
19875027,50,2019-02-01,13906,48,0.2,13906
19874933,74,2019-02-01,25835.5,72,0.18,25835.5
19874952,73,2019-02-01,13698.64,72,0.2607,13698.64
19874974,50,2019-02-01,8929.54,48,0.0971,8929.54
19874979,74,2019-02-01,18727.4,72,0.2,18727.4
19863563,73,2019-02-01,17166.15,72,0.1339,17166.15
19868840,61,2019-02-01,19026.48,60,0.2328,19026.48
19875038,73,2019-02-01,19220.83,72,0.2742,19220.83
19863539,76,2019-02-01,29124.53,75,0.2133,29124.53
19863541,73,2019-02-01,22814.61,72,0.2,22814.61
19863597,50,2019-02-01,12167.92,48,0.2654,12167.92
19875116,74,2019-02-01,25766.46,72,0.18,25766.46
19875121,73,2019-02-01,19627.91,72,0.1678,19627.91
19868923,74,2019-02-01,20292.66,72,0.162,20292.66
19875127,73,2019-02-01,11770.16,72,0.2499,11770.16
19875138,74,2019-02-01,15353.82,72,0.1064,15353.82
19875169,73,2019-02-01,29460.62,72,0.2381,29460.62
19875171,73,2019-02-01,14140.12,72,0.2675,14140.12
19863689,74,2019-02-01,13635.11,72,0.238,13635.11
19863690,76,2019-02-01,24639,75,0.18,24639
19869014,74,2019-02-01,17386.1,72,0.2477,17386.1
19863673,73,2019-02-01,20946,72,0.2747,20946
19863678,73,2019-02-01,13170.56,72,0.2244,13170.56
19863713,73,2019-02-01,32873,72,0.2446,32873
19863719,74,2019-02-01,22870.47,72,0.1823,22870.47
19875151,74,2019-02-01,18620.99,72,0.1546,18620.99
19875156,73,2019-02-01,21373.85,72,0.1787,21373.85
19875272,73,2019-02-01,20932,72,0.2277,20932
19863737,74,2019-02-01,13153.07,72,0.099,13153.07
19863738,73,2019-02-01,13595.33,72,0.173,13595.33
19869064,73,2019-02-01,35157.68,72,0.143,35157.68
19875281,74,2019-02-01,16599,72,0.1878,16599
19869041,74,2019-02-01,16555.57,72,0.215,16555.57
19869043,49,2019-02-01,10357.37,48,0.1986,10357.37
19875294,74,2019-02-01,32208.43,72,0.156,32208.43
19875270,74,2019-02-01,21300,72,0.1825,21300
19875284,74,2019-02-01,21620.04,72,0.2599,21620.04
19875343,77,2019-02-01,30418.02,75,0.2424,30418.02
19869686,74,2019-02-01,29997.75,72,0.141,29997.75
19875339,62,2019-02-01,9907.69,60,0.2013,9907.69
19875344,55,2019-02-01,11887,54,0.213,11887
19875345,74,2019-02-01,18786.91,72,0.2009,18786.91
19869688,74,2019-02-01,20862.95,72,0.18,20862.95
19869694,73,2019-02-01,27452.35,72,0.2109,27452.35
19875323,76,2019-02-01,25274.64,75,0.2477,25274.64
19875326,73,2019-02-01,24840.13,72,0.18,24840.13
19875334,74,2019-02-01,18782,72,0.2728,18782
19869073,74,2019-02-01,17523,72,0.1853,17523
19875340,74,2019-02-01,18452.55,72,0.2381,18452.55
19875342,74,2019-02-01,7074.5,72,0.2307,7074.5
19875348,73,2019-02-01,22202.42,72,0.2239,22202.42
19875368,74,2019-02-01,19327.96,72,0.1528,19327.96
19875849,73,2019-02-01,14177.45,72,0.198,14177.45
19869779,74,2019-02-01,27811.11,72,0.2171,27811.11
19869780,73,2019-02-01,31511.29,72,0.1582,31511.29
19869784,74,2019-02-01,25955.9,72,0.2259,25955.9
19875883,73,2019-02-01,23827.44,72,0.1782,23827.44
19869826,74,2019-02-01,20270,72,0.262,20270
19832673,73,2019-02-01,25191.75,72,0.2064,25191.75
19832573,73,2019-02-01,38337.4,72,0.1695,38337.4
19832575,74,2019-02-01,19960,72,0.2216,19960
19832583,73,2019-02-01,16949.71,72,0.2381,16949.71
19868928,74,2019-02-01,18434.95,72,0.2731,18434.95
19868955,74,2019-02-01,28924.2,72,0.2447,28924.2
19832677,73,2019-02-01,15725,72,0.2218,15725
19832686,61,2019-02-01,12000,60,0.2323,12000
19875118,73,2019-02-01,31066.48,72,0.1562,31066.48
19875123,62,2019-02-01,8316.23,60,0.2797,8316.23
19832687,73,2019-02-01,17550,72,0.2423,17550
19868944,73,2019-02-01,11441,72,0.1671,11441
19868954,73,2019-02-01,18358.5,72,0.2572,18358.5
19868970,73,2019-02-01,12782.24,72,0.2334,12782.24
19868996,61,2019-02-01,9811.9,60,0.1265,9811.9
19869000,73,2019-02-01,25887.12,72,0.1823,25887.12
19869001,50,2019-02-01,15640,48,0.2042,15640
19875251,73,2019-02-01,15151.14,72,0.2202,15151.14
19875252,74,2019-02-01,18584.2,72,0.2354,18584.2
19875258,73,2019-02-01,31612.88,72,0.1595,31612.88
19875259,74,2019-02-01,20414,72,0.1826,20414
19863728,61,2019-02-01,6256.85,60,0.2462,6256.85
19875217,74,2019-02-01,21841.44,72,0.1757,21841.44
19863669,73,2019-02-01,22770,72,0.2175,22770
19875218,76,2019-02-01,35625.6,75,0.18,35625.6
19875225,73,2019-02-01,15704.96,72,0.1974,15704.96
19868953,61,2019-02-01,11366.14,60,0.21,11366.14
19868959,74,2019-02-01,14155.15,72,0.2761,14155.15
19868968,74,2019-02-01,25180.94,72,0.1594,25180.94
19875278,74,2019-02-01,21207.36,72,0.2338,21207.36
19868995,74,2019-02-01,20468,72,0.2272,20468
19863735,74,2019-02-01,24197.12,72,0.2019,24197.12
19863741,74,2019-02-01,14873.72,72,0.2061,14873.72
19875268,73,2019-02-01,15128.64,72,0.2104,15128.64
19863763,74,2019-02-01,20933.13,72,0.2354,20933.13
19869032,73,2019-02-01,16130,72,0.21,16130
19875310,73,2019-02-01,26990.28,72,0.18,26990.28
19875353,73,2019-02-01,14478.51,72,0.2038,14478.51
19875316,74,2019-02-01,30181.01,72,0.18,30181.01
19875320,74,2019-02-01,29781.5,72,0.1499,29781.5
19869047,73,2019-02-01,36217.99,72,0.1656,36217.99
19869091,74,2019-02-01,19926.72,72,0.2217,19926.72
19869099,74,2019-02-01,18332,72,0.1507,18332
19869110,74,2019-02-01,16704.25,72,0.2439,16704.25
19875364,74,2019-02-01,14145.12,72,0.1566,14145.12
19875367,74,2019-02-01,32543.3,72,0.2189,32543.3
19875370,73,2019-02-01,26812.02,72,0.1764,26812.02
19869112,74,2019-02-01,16348.19,72,0.2316,16348.19
19869690,77,2019-02-01,23185.26,75,0.162,23185.26
19869692,73,2019-02-01,11596.5,72,0.2139,11596.5
19869060,77,2019-02-01,20907.67,75,0.2782,20907.67
19869063,73,2019-02-01,31921.17,72,0.1434,31921.17
19869072,61,2019-02-01,13499.68,60,0.2597,13499.68
19869704,74,2019-02-01,22470.16,72,0.2229,22470.16
19875451,74,2019-02-01,21236.66,72,0.2229,21236.66
19875453,74,2019-02-01,14621.09,72,0.2227,14621.09
19875454,77,2019-02-01,27296.85,75,0.1897,27296.85
19875492,76,2019-02-01,25523.66,75,0.18,25523.66
19875516,73,2019-02-01,20866.07,72,0.18,20866.07
19869758,73,2019-02-01,25442.41,72,0.18,25442.41
19869767,73,2019-02-01,21735.99,72,0.1482,21735.99
19875421,74,2019-02-01,16485.05,72,0.1398,16485.05
19875433,74,2019-02-01,11074.24,72,0.1888,11074.24
19875439,74,2019-02-01,20000.28,72,0.1448,20000.28
19875853,74,2019-02-01,21975.47,72,0.1826,21975.47
19863594,73,2019-02-01,12963.19,72,0.2381,12963.19
19863595,74,2019-02-01,25877.25,72,0.1451,25877.25
19868915,73,2019-02-01,15505.86,72,0.1823,15505.86
19868930,74,2019-02-01,19289.64,72,0.241,19289.64
19863600,73,2019-02-01,22178.16,72,0.1821,22178.16
19863601,77,2019-02-01,33072,75,0.18,33072
19863602,74,2019-02-01,15000,72,0.241,15000
19863608,73,2019-02-01,21609.97,72,0.1678,21609.97
19868890,74,2019-02-01,39000,72,0.1838,39000
19868892,73,2019-02-01,26328.26,72,0.1678,25971.74
19868932,77,2019-02-01,26528.24,75,0.2227,26528.24
19868937,74,2019-02-01,27208.94,72,0.2119,27208.94
19863562,73,2019-02-01,18048.51,72,0.2239,18048.51
19832680,73,2019-02-01,16997.56,72,0.2173,16997.56
19875030,74,2019-02-01,17672.82,72,0.24,17672.82
19875043,74,2019-02-01,28075.88,72,0.1851,28075.88
19875111,61,2019-02-01,8471.43,60,0.2596,8471.43
19868906,73,2019-02-01,26572,72,0.18,26572
19868886,73,2019-02-01,17655,72,0.1367,17576.61
19863640,73,2019-02-01,15938.4,72,0.2103,15938.4
19863641,49,2019-02-01,12396.37,48,0.224,12396.37
19863646,73,2019-02-01,22800.63,72,0.2472,22800.63
19863648,74,2019-02-01,28540.75,72,0.1802,28540.75
19863659,76,2019-02-01,20408.28,75,0.2656,20408.28
19863667,74,2019-02-01,22139.5,72,0.2219,22139.5
19868912,73,2019-02-01,14899.25,72,0.1794,14899.25
19863691,73,2019-02-01,14799.8,72,0.2396,14799.8
19863692,77,2019-02-01,33686.46,75,0.18,33686.46
19863693,73,2019-02-01,15744.61,72,0.2012,15744.61
19863704,74,2019-02-01,17799.38,72,0.1823,17799.38
19868977,49,2019-02-01,13896.8,48,0.2499,13896.8
19868979,73,2019-02-01,15599.44,72,0.1695,15599.44
19875248,77,2019-02-01,21136,75,0.1573,21136
19875136,74,2019-02-01,15053.79,72,0.2647,15053.79
19875140,73,2019-02-01,21892,72,0.18,21892
19863753,73,2019-02-01,25177.67,72,0.2236,25177.67
19869052,73,2019-02-01,20536.4,72,0.1572,20536.4
19869071,73,2019-02-01,13383.8,72,0.2236,13383.8
19869081,49,2019-02-01,9129.95,48,0.2256,9129.95
19869087,74,2019-02-01,38248.02,72,0.1882,38248.02
19869023,73,2019-02-01,27277.88,72,0.2176,27277.88
19869035,73,2019-02-01,30506.45,72,0.1119,30506.45
19869036,61,2019-02-01,16315.62,60,0.1781,16315.62
19869054,73,2019-02-01,24393.05,72,0.195,24393.05
19869056,72,2019-02-01,23557.25,72,0.18,23557.25
19863760,74,2019-02-01,16760.81,72,0.1774,16760.81
19875287,61,2019-02-01,9510.4,60,0.235,9510.4
19869068,74,2019-02-01,21524.91,72,0.1757,21524.91
19869069,77,2019-02-01,29984.46,75,0.1196,29984.46
19869080,49,2019-02-01,6359.1,48,0.0984,6359.1
19875332,73,2019-02-01,17116.37,72,0.1428,17116.37
19875333,73,2019-02-01,19778.5,72,0.1753,19778.5
19875337,61,2019-02-01,13688,60,0.1946,13688
19869094,49,2019-02-01,12580.66,48,0.1699,10645.07
19869682,76,2019-02-01,33995.5,75,0.1791,33995.5
19869698,73,2019-02-01,20431.3,72,0.2188,20431.3
19875288,74,2019-02-01,45961,72,0.1444,45961
19875307,74,2019-02-01,25807.97,72,0.18,25807.97
19875309,73,2019-02-01,21048.39,72,0.18,21048.39
19869086,74,2019-02-01,10544.17,72,0.2338,10544.17
19869103,74,2019-02-01,16189.43,72,0.2625,16189.43
19875387,73,2019-02-01,36206.51,72,0.2029,36206.51
19869734,61,2019-02-01,10669.25,60,0.1513,10669.25
19869737,73,2019-02-01,31850,72,0.1553,31850
19875505,62,2019-02-01,7790.6,60,0.1056,7790.6
19869783,73,2019-02-01,22347.9,72,0.2477,22347.9
19869794,73,2019-02-01,37794.65,72,0.1412,37794.65
19869811,67,2019-02-01,12616.43,66,0.1971,12616.43
19869818,73,2019-02-01,14296.67,72,0.21,14296.67
19869837,74,2019-02-01,21833.64,72,0.2234,21833.64
19875510,73,2019-02-01,23115.36,72,0.1678,23115.36
19875511,61,2019-02-01,14693.08,60,0.2146,14693.08
19875842,73,2019-02-01,20897.1,72,0.18,20897.1
19875847,62,2019-02-01,22451.24,60,0.1678,22451.24
19875477,49,2019-02-01,11184.2,48,0.1729,11184.2
19875486,73,2019-02-01,19399.81,72,0.2562,19399.81
19875491,74,2019-02-01,21423.35,72,0.1504,21423.35
19875864,74,2019-02-01,17115.4,72,0.261,17115.4
19875876,76,2019-02-01,19000,75,0.2255,19000
19875490,74,2019-02-01,22692.1,72,0.2369,22692.1
19875496,74,2019-02-01,25800.89,72,0.1823,25800.89
19869815,73,2019-02-01,26484.83,72,0.1664,26484.83
19869827,73,2019-02-01,20001,72,0.1599,20001
19875031,73,2019-02-01,21447.82,72,0.18,21447.82
19832683,73,2019-02-01,20574.87,72,0.1957,20574.87
19832685,73,2019-02-01,9606.62,72,0.2381,9606.62
19863532,73,2019-02-01,9881.75,72,0.25,9881.75
19863540,74,2019-02-01,19044.18,72,0.1729,19044.18
19875023,73,2019-02-01,40671.48,72,0.1299,40671.48
19863644,74,2019-02-01,19688.38,72,0.2222,19688.38
19863661,76,2019-02-01,32364.98,75,0.24,32364.98
19863580,74,2019-02-01,12934.67,72,0.2322,12934.67
19863587,74,2019-02-01,23230.84,72,0.1012,23230.84
19863607,73,2019-02-01,22907.11,72,0.2318,22907.11
19863613,73,2019-02-01,11198.55,72,0.2037,11198.55
19863606,74,2019-02-01,18080,72,0.2287,18080
19875144,73,2019-02-01,30417.32,72,0.2262,30417.32
19875152,73,2019-02-01,17876.05,72,0.18,17876.05
19875157,74,2019-02-01,17200,72,0.2479,17200
19875161,77,2019-02-01,25321.62,75,0.232,25321.62
19875163,77,2019-02-01,16737.65,75,0.1604,16737.65
19875177,74,2019-02-01,30839.46,72,0.1915,30839.46
19875185,49,2019-02-01,7520.41,48,0.2559,7520.41
19863604,73,2019-02-01,13611.75,72,0.2061,13611.75
19863605,61,2019-02-01,10345,60,0.2839,10345
19863610,49,2019-02-01,8527.78,48,0.1994,8527.78
19863695,73,2019-02-01,13277.01,72,0.2138,13277.01
19863700,73,2019-02-01,22601.91,72,0.1667,22601.91
19863706,74,2019-02-01,36417.71,72,0.1422,36417.71
19868947,74,2019-02-01,19591.5,72,0.2344,19591.5
19863711,74,2019-02-01,20814.66,72,0.257,20814.66
19875198,74,2019-02-01,13695.97,72,0.2126,13695.97
19875206,74,2019-02-01,8236,72,0.191,8236
19869002,74,2019-02-01,26041.75,72,0.1821,26041.75
19869004,73,2019-02-01,18725.18,72,0.168,18725.18
19869012,73,2019-02-01,15234.5,72,0.2481,15234.5
19863676,73,2019-02-01,26985.31,72,0.1198,26985.31
19863677,73,2019-02-01,22332.52,72,0.2304,22332.52
19863683,73,2019-02-01,29285.66,72,0.18,29285.66
19875297,73,2019-02-01,16949.84,72,0.1916,16949.84
19875302,74,2019-02-01,15154.5,72,0.2083,15154.5
19875308,50,2019-02-01,10232.61,48,0.2549,10232.61
19875215,73,2019-02-01,20340.45,72,0.222,20340.45
19875235,74,2019-02-01,15351.52,72,0.18,15351.52
19863697,73,2019-02-01,36525.42,72,0.18,36525.42
19869026,74,2019-02-01,20804.03,72,0.2181,20804.03
19869038,73,2019-02-01,26940.67,72,0.1754,26940.67
19869062,73,2019-02-01,7000,72,0.1591,7000
19875325,76,2019-02-01,31749,75,0.18,31749
19875329,73,2019-02-01,27890.77,72,0.2298,27890.77
19869067,73,2019-02-01,15306,72,0.2373,15306
19869074,74,2019-02-01,15866,72,0.2035,15866
19869084,73,2019-02-01,24893.99,72,0.2298,24893.99
19869741,73,2019-02-01,15940.25,72,0.2494,15620.19
19869746,74,2019-02-01,23209,72,0.2097,23209
19869706,76,2019-02-01,35713.67,75,0.1279,35713.67
19869788,74,2019-02-01,18932.35,72,0.2554,18932.35
19875472,76,2019-02-01,23378.14,75,0.18,23378.14
19875463,73,2019-02-01,13913,72,0.2389,13913
19869789,73,2019-02-01,15132.31,72,0.2799,15132.31
19869809,73,2019-02-01,19905.46,72,0.24,19905.46
19875479,73,2019-02-01,20144.05,72,0.1364,20144.05
19875484,73,2019-02-01,13953.7,72,0.2159,13953.7
19875504,73,2019-02-01,27104.24,72,0.1803,27104.24
19875469,73,2019-02-01,34401.92,72,0.17,34401.92
19875470,77,2019-02-01,23163,75,0.2077,23163
19875475,74,2019-02-01,24169.97,72,0.18,24169.97
19875493,74,2019-02-01,17414.73,72,0.1664,17414.73
19869738,74,2019-02-01,19161.51,72,0.1699,19161.51
19869745,73,2019-02-01,12916,72,0.2061,12916
19875487,73,2019-02-01,10975.59,72,0.2356,10975.59
19875500,73,2019-02-01,16495.85,72,0.18,16495.85
19869834,76,2019-02-01,41219,75,0.1546,41219
19869846,74,2019-02-01,11267.3,72,0.223,11267.3
19875488,73,2019-02-01,15262.68,72,0.2353,15262.68
19875489,73,2019-02-01,29254.06,72,0.1928,29254.06
19875501,73,2019-02-01,28573.1,72,0.1717,28573.1
19875502,73,2019-02-01,16056.34,72,0.1232,16056.34
19869847,74,2019-02-01,9896.26,72,0.25,9896.26
19869954,73,2019-02-01,14494,72,0.2452,14494
19869960,73,2019-02-01,14107,72,0.2599,14107
19869964,61,2019-02-01,20731.76,60,0.2683,20731.76
19869905,62,2019-02-01,11438.26,60,0.22,11438.26
19869914,74,2019-02-01,10443.66,72,0.1368,10443.66
19869931,73,2019-02-01,6620.62,72,0.2664,6620.62
19869932,73,2019-02-01,30399.27,72,0.2092,30399.27
19875889,77,2019-02-01,69930.72,75,0.14,69930.72
19875904,74,2019-02-01,25392.46,72,0.2366,25392.46
19869973,73,2019-02-01,21865,72,0.2115,21865
19869980,73,2019-02-01,13779.75,72,0.1819,13779.75
19869986,73,2019-02-01,17349.97,72,0.18,17349.97
19869992,72,2019-02-01,9944.11,72,0.21,9944.11
19870008,73,2019-02-01,26605.71,72,0.1716,26605.71
19870016,73,2019-02-01,14966.67,72,0.1611,14966.67
19870017,73,2019-02-01,8995,72,0.2307,8995
19876030,73,2019-02-01,21082.66,72,0.2028,21082.66
19876033,38,2019-02-01,12194.2,36,0.21,12194.2
19875996,73,2019-02-01,32579.24,72,0.1678,32579.24
19876003,74,2019-02-01,14859.15,72,0.1474,14859.15
19876066,76,2019-02-01,36698.57,75,0.1531,36698.57
19876010,74,2019-02-01,19884.59,72,0.2348,19884.59
19876011,76,2019-02-01,22383,75,0.1787,22383
19869123,76,2019-02-01,24427,75,0.2114,24427
19869125,73,2019-02-01,25092.99,72,0.18,25092.99
19876040,73,2019-02-01,22025,72,0.1607,22025
19876050,74,2019-02-01,14142.42,72,0.2497,14142.42
19876062,73,2019-02-01,18486.5,72,0.2204,18486.5
19875055,74,2019-02-01,18903.5,72,0.2438,18903.5
19875057,74,2019-02-01,13122.83,72,0.2331,13122.83
19869118,74,2019-02-01,31508,72,0.2061,31508
19869124,74,2019-02-01,17826.75,72,0.2187,17826.75
19869131,74,2019-02-01,22968.35,72,0.2086,22968.35
19875063,74,2019-02-01,18993,72,0.2084,18993
19875065,73,2019-02-01,13611.33,72,0.2467,13611.33
19875069,73,2019-02-01,28424,72,0.18,28424
19875062,73,2019-02-01,18654.42,72,0.1678,18654.42
19875067,76,2019-02-01,24764.27,75,0.1948,24764.27
19870013,74,2019-02-01,9739.81,72,0.1974,9739.81
19870019,73,2019-02-01,19461.18,72,0.1618,19461.18
19870026,73,2019-02-01,13555.13,72,0.1938,13555.13
19875090,74,2019-02-01,41319.78,72,0.1489,41319.78
19875091,61,2019-02-01,18346.68,60,0.154,18346.68
19869192,73,2019-02-01,27502,72,0.18,27502
19869204,61,2019-02-01,11499,60,0.217,11499
19869206,67,2019-02-01,28293.52,66,0.1491,28293.52
19875094,72,2019-02-01,18755.11,72,0.2298,18626.97
19875095,74,2019-02-01,26330.8,72,0.2471,26330.8
19875524,73,2019-02-01,23622.34,72,0.1524,23622.34
19875571,74,2019-02-01,26236.61,72,0.2249,26236.61
19875577,74,2019-02-01,22837.5,72,0.2189,22837.5
19875582,74,2019-02-01,40947.5,72,0.1526,40947.5
19869283,73,2019-02-01,19942.66,72,0.2536,19942.66
19869298,73,2019-02-01,48412.37,72,0.0987,48412.37
19875594,74,2019-02-01,17581.45,72,0.1763,17581.45
19875595,74,2019-02-01,19120,72,0.21,19120
19875606,74,2019-02-01,15026.3,72,0.1798,15026.3
19869306,74,2019-02-01,11925.67,72,0.2098,11925.67
19869311,73,2019-02-01,16988.23,72,0.18,16988.23
19875611,74,2019-02-01,11297,72,0.1618,11297
19869833,74,2019-02-01,13852.07,72,0.2381,13852.07
19869836,61,2019-02-01,15500,60,0.1671,15500
19869852,74,2019-02-01,30870.5,72,0.2026,30870.5
19869853,61,2019-02-01,11048.29,60,0.2235,11048.29
19869866,62,2019-02-01,10074.64,60,0.1251,10074.64
19869874,74,2019-02-01,19924,72,0.1368,19924
19869883,73,2019-02-01,15874.8,72,0.1823,15874.8
19869895,74,2019-02-01,22192.8,72,0.1678,22192.8
19875945,73,2019-02-01,16367,72,0.21,16367
19875952,74,2019-02-01,29595,72,0.219,29595
19875922,73,2019-02-01,17865.87,72,0.2575,17865.87
19869849,73,2019-02-01,16911.95,72,0.2648,16911.95
19869854,73,2019-02-01,15784.92,72,0.218,15784.92
19869860,73,2019-02-01,19753.29,72,0.2019,19753.29
19869861,49,2019-02-01,8265,48,0.1276,8265
19869862,74,2019-02-01,11696.64,72,0.1647,11696.64
19869868,73,2019-02-01,9191.37,72,0.2049,9191.37
19869869,74,2019-02-01,14604.19,72,0.211,14604.19
19869959,76,2019-02-01,40249.5,75,0.1072,40249.5
19876077,73,2019-02-01,34594,72,0.1835,34594
19876080,73,2019-02-01,14606.96,72,0.2346,14606.96
19876074,74,2019-02-01,13500,72,0.2569,13500
19876088,74,2019-02-01,43234.85,72,0.1099,43234.85
19870035,76,2019-02-01,52054,75,0.1441,52054
19870044,74,2019-02-01,30411.64,72,0.2365,30411.64
19876015,73,2019-02-01,20845.88,72,0.1575,20531
